City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,madang,-5.2246,145.7966,297.74,91,100,0.96,PG,1698613757
361,tynda,55.1667,124.7167,263.04,93,100,1.69,RU,1698613759
362,hirara,24.8,125.2833,298.36,63,99,5.81,JP,1698613760
363,priozersk,61.0393,30.1291,272.1,62,18,2.21,RU,1698613761
364,plastun,44.7561,136.2939,275.72,54,8,1.85,RU,1698613762
365,akjoujt,19.6969,-14.4164,302.5,12,4,0.44,MR,1698613763
366,al hufuf,25.3646,49.5653,298.34,57,0,1.54,SA,1698613764
367,rouissat,31.9243,5.3502,301.31,17,68,4.54,DZ,1698613765
368,eaglehawk,-36.7333,144.25,287.35,40,100,0.45,AU,1698613766
369,tshikapa,-6.4167,20.8,296.41,85,55,0.94,CD,1698613767
370,praia da vitoria,38.7333,-27.0667,288.01,82,99,4.07,PT,1698613768
371,tsengel,49.4783,100.8894,271.06,47,100,1.11,MN,1698613768
372,santa fe de antioquia,6.5569,-75.8281,301.33,71,100,1.03,CO,1698613685
373,al jahra',29.3375,47.6581,300.16,28,99,3.4,KW,1698613770
374,baganga,7.5739,126.56,297.96,84,26,1.83,PH,1698613771
375,indergarh,26.9352,79.6724,295.49,47,3,2.31,IN,1698613772
376,ambodifotatra,-16.9833,49.85,298.36,81,86,3.98,MG,1698613773
377,eraan,9.0629,117.7016,298.9,87,26,2.01,PH,1698613773
378,patong,7.8961,98.2966,302.6,76,100,0.9,TH,1698613560
379,san sebastian de la gomera,28.0916,-17.1133,296.35,78,0,0.0,ES,1698613775
380,taroa,8.7058,171.2275,301.77,80,100,9.23,MH,1698613776
381,nuuk,64.1835,-51.7216,272.49,80,100,12.35,GL,1698613491
382,figuig (centre),32.1089,-1.2286,296.25,20,69,4.44,MA,1698613777
383,las khorey,11.1595,48.1967,300.29,81,97,4.96,SO,1698613778
384,nagqu,31.5,92.0,268.7,90,100,0.57,CN,1698613502
385,niamey,13.5137,2.1098,306.63,16,4,2.91,NE,1698613780
386,medvezh'yegorsk,62.9167,34.4667,266.79,94,24,1.58,RU,1698613781
387,portland,45.5234,-122.6762,289.09,39,0,7.72,US,1698613487
388,vrangel',42.7297,133.0839,281.17,63,49,1.91,RU,1698613488
389,lompoc,34.6391,-120.4579,299.7,44,0,5.66,US,1698613488
390,bleicherode,51.4403,10.572,284.77,84,96,7.65,DE,1698613784
391,dera bugti,29.0307,69.151,296.87,32,43,1.76,PK,1698613785
392,santa cruz,-17.8,-63.1667,308.56,34,20,8.25,BO,1698613786
393,grand-lahou,5.1367,-5.0242,299.24,86,77,2.41,CI,1698613787
394,trinidad,-14.8333,-64.9,309.35,33,72,4.74,BO,1698613758
395,taltal,-25.4,-70.4833,291.36,70,27,3.02,CL,1698613604
396,lepsy,46.235,78.9456,285.24,88,100,2.23,KZ,1698613790
397,cuellar,41.3679,-4.3084,287.59,92,100,3.08,ES,1698613791
398,okha,53.5739,142.9478,276.23,80,100,6.11,RU,1698613792
399,dalandzadgad,43.5708,104.425,281.11,42,95,7.61,MN,1698613793
400,sittwe,20.15,92.9,297.99,80,74,2.05,MM,1698613794
401,kambove,-10.8764,26.5969,290.87,85,100,1.38,CD,1698613795
402,qarazhal,48.0078,70.7903,283.08,87,94,6.91,KZ,1698613795
403,quibala,-10.7337,14.98,293.7,87,90,1.39,AO,1698613543
404,heunghae,36.1125,129.3522,284.45,82,62,2.31,KR,1698613798
405,boden,65.8252,21.6886,268.15,83,23,1.06,SE,1698613798
406,mersa matruh,31.3525,27.2453,296.11,75,20,3.3,EG,1698613799
407,dem'yanovo,60.3511,47.0842,270.76,96,100,1.05,RU,1698613800
408,itaituba,-4.2761,-55.9836,306.16,40,96,0.62,BR,1698613801
409,mount isa,-20.7333,139.5,293.02,77,97,0.0,AU,1698613803
410,yajiwa,11.3839,12.7236,301.08,20,8,3.14,NG,1698613805
411,usinsk,65.9939,57.5281,261.52,87,100,2.68,RU,1698613583
412,albertina,-22.2008,-46.6158,298.08,63,100,2.86,BR,1698613807
413,hampton bays,40.869,-72.5176,285.35,92,100,5.14,US,1698613808
414,whakatane,-37.9585,176.9854,285.8,90,100,6.79,NZ,1698613809
415,djenne,13.9061,-4.5533,304.78,19,51,3.4,ML,1698613811
416,egilsstadir,65.2653,-14.3948,274.1,100,100,1.54,IS,1698613512
417,brookings,44.3114,-96.7984,274.92,63,75,5.66,US,1698613807
418,igurusi,-8.85,33.85,294.49,62,87,1.42,TZ,1698613813
419,luwingu,-10.2621,29.9271,294.15,69,100,0.68,ZM,1698613814
420,vernon,50.2581,-119.2691,281.9,62,28,0.89,CA,1698613815
421,yuzhno-kurilsk,44.0306,145.8556,281.14,76,5,2.58,RU,1698613583
422,richards bay,-28.783,32.0377,289.93,55,100,7.2,ZA,1698613816
423,okhotsk,59.3833,143.3,266.43,78,27,3.83,RU,1698613817
424,chernyshevskiy,63.0128,112.4714,262.6,95,100,1.9,RU,1698613818
425,pskov,57.8136,28.3496,273.66,86,100,3.13,RU,1698613819
426,agaro,7.85,36.65,288.74,97,68,0.07,ET,1698613821
427,segorbe,39.8138,-0.4521,289.93,60,100,1.32,ES,1698613822
428,queenstown,-31.8976,26.8753,277.87,79,14,6.85,ZA,1698613515
429,brooks,50.5834,-111.8851,272.06,76,8,2.12,CA,1698613823
430,touros,-5.1989,-35.4608,298.59,77,77,8.0,BR,1698613824
431,chibuto,-24.6867,33.5306,291.25,72,100,7.8,MZ,1698613825
432,ataq,14.5377,46.8319,293.82,75,27,4.21,YE,1698613826
433,rongelap,11.1635,166.8941,301.83,70,95,8.65,MH,1698613827
434,magadan,59.5667,150.8,269.82,75,24,1.7,RU,1698613510
435,lazaro cardenas,17.9583,-102.2,302.65,71,34,4.61,MX,1698613767
436,lionel town,17.8101,-77.2406,302.58,61,26,2.04,JM,1698613830
437,saint-philippe,-21.3585,55.7679,297.92,87,47,4.82,RE,1698613830
438,polyarnyy,69.1989,33.4478,266.66,92,100,2.12,RU,1698613831
439,turpan,42.9333,89.1667,287.19,39,100,0.39,CN,1698613832
440,huangmei,30.1924,116.025,291.11,73,3,1.0,CN,1698613833
441,yamada,39.4667,141.95,285.19,83,84,3.71,JP,1698613834
442,varzea da palma,-17.5981,-44.7308,304.27,40,26,3.24,BR,1698613762
443,port douglas,-16.4833,145.4667,297.01,66,100,5.39,AU,1698613835
444,lamu,-2.2717,40.902,299.27,84,6,4.19,KE,1698613836
445,boguchany,58.3814,97.4531,265.29,79,15,1.34,RU,1698613837
446,yerofey pavlovich,53.9667,121.9667,265.63,69,80,1.81,RU,1698613838
447,san patricio,28.017,-97.5169,305.2,56,64,5.77,US,1698613839
448,dhuusamarreeb,5.535,46.3861,296.54,90,100,4.45,SO,1698613840
449,hyesan-dong,41.3976,128.1787,276.06,61,9,0.55,KP,1698613841
450,vanino,49.0869,140.2543,277.0,61,36,1.43,RU,1698613841
451,zaragoza,41.6561,-0.8773,293.4,48,20,3.6,ES,1698613842
452,tha khanon,9.0302,98.9529,300.53,89,100,0.8,TH,1698613843
453,dire,12.2833,-10.9667,298.21,80,99,1.41,ML,1698613844
454,krasnovishersk,60.4078,57.082,268.85,64,100,4.08,RU,1698613845
455,alingsas,57.9303,12.5335,276.24,96,100,4.46,SE,1698613846
456,wangkui,46.8333,126.5,279.46,73,100,3.02,CN,1698613846
457,saint-francois,46.4154,3.9054,285.18,100,0,1.03,FR,1698613675
458,port hueneme,34.1478,-119.1951,300.59,12,0,11.32,US,1698613848
459,hajan,34.3,74.6167,284.1,41,98,1.48,IN,1698613849
460,grande prairie,55.1667,-118.8027,274.37,55,100,1.0,CA,1698613850
461,kayangel,8.0823,134.7173,301.14,76,28,3.51,PW,1698613851
462,saldanha,-33.0117,17.9442,287.76,55,0,7.21,ZA,1698613852
463,makhambet,47.6667,51.5833,284.93,58,0,7.09,KZ,1698613853
464,tateyama,34.9833,139.8667,289.5,62,1,5.74,JP,1698613854
465,road town,18.4167,-64.6167,301.2,83,40,2.57,VG,1698613855
466,nikolayevsk-on-amure,53.1406,140.73,270.68,90,15,1.1,RU,1698613855
467,huilong,31.8111,121.655,290.33,77,0,3.05,CN,1698613856
468,gwadar,25.1216,62.3254,299.46,72,1,4.82,PK,1698613857
469,bogande,12.9714,-0.1436,304.22,20,31,1.93,BF,1698613858
470,fortuna,40.5982,-124.1573,295.89,44,0,0.89,US,1698613859
471,mikhnevo,55.1272,37.9522,273.75,52,100,1.79,RU,1698613859
472,guerrero negro,27.9769,-114.0611,297.34,50,0,5.98,MX,1698613516
473,patamundai,20.5667,86.5667,295.03,73,41,2.19,IN,1698613861
474,gryfino,53.2524,14.4883,286.24,86,100,7.67,PL,1698613862
475,strezhevoy,60.7333,77.5889,259.8,96,22,0.45,RU,1698613863
476,campo gallo,-26.5833,-62.85,314.21,16,0,2.64,AR,1698613864
477,island harbour,50.724,-1.2758,287.0,80,36,5.36,GB,1698613865
478,nieuw amsterdam,5.8833,-55.0833,301.01,77,73,6.85,SR,1698613865
479,buckeye,33.3703,-112.5838,301.14,8,0,4.63,US,1698613830
480,kzyltu,53.6364,72.3414,271.74,96,100,7.35,KZ,1698613867
481,miguel ahumada,30.6167,-106.5167,298.2,14,0,2.05,MX,1698613868
482,orchard homes,46.8633,-114.0484,272.23,59,0,0.0,US,1698613869
483,malvan,16.0667,73.4667,299.61,70,79,1.51,IN,1698613870
484,tofol,5.3248,163.0078,301.11,78,93,6.61,FM,1698613871
485,persembe,41.0656,37.7714,288.83,78,100,0.96,TR,1698613871
486,gadzhiyevo,69.2551,33.3362,266.34,92,100,2.25,RU,1698613872
487,lerwick,60.1545,-1.1494,281.15,67,14,13.07,GB,1698613873
488,mejit,10.2753,170.8646,301.36,81,76,9.5,MH,1698613874
489,bandar,2.05,99.75,295.15,98,100,0.98,ID,1698613875
490,abu jibeha,11.4562,31.2285,297.22,72,21,0.85,SD,1698613876
491,crucecita,-28.95,-58.9833,303.29,58,0,4.31,AR,1698613877
492,hotan,37.0997,79.9269,286.96,20,89,1.43,CN,1698613877
493,forster,-32.1667,152.5167,292.75,71,9,3.92,AU,1698613878
494,tura,25.5198,90.2201,292.27,92,12,1.76,IN,1698613879
495,san andres,12.5847,-81.7006,302.16,79,20,1.54,CO,1698613654
496,santa luzia,-19.7697,-43.8514,300.8,72,100,1.49,BR,1698613858
497,al jawf,29.5,38.75,290.35,76,75,4.75,SA,1698613883
498,new plymouth,-39.0667,174.0833,283.88,74,100,6.48,NZ,1698613765
499,saacow,1.6279,42.4407,298.81,82,93,3.86,SO,1698613884
500,vyazemskiy,47.5378,134.7525,274.34,63,22,2.35,RU,1698613885
501,la passe,45.5549,-0.8967,286.47,91,100,4.77,FR,1698613886
502,north bend,43.4065,-124.2243,294.1,28,0,4.12,US,1698613887
503,tannum sands,-23.9504,151.3693,294.68,68,100,2.57,AU,1698613512
504,nurota,40.5614,65.6886,291.79,40,11,3.03,UZ,1698613889
505,kasempa,-13.4584,25.8338,293.14,77,92,1.38,ZM,1698613497
506,talavera de la reina,39.9635,-4.8308,287.59,93,100,5.05,ES,1698613893
507,suntar,62.1444,117.6319,264.39,87,93,2.55,RU,1698613895
508,fort mcmurray,56.7268,-111.381,273.93,48,21,3.06,CA,1698613897
509,jean-rabel,19.8533,-73.1917,302.07,72,97,1.68,HT,1698613898
510,betare oya,5.6,14.0833,294.63,88,42,1.12,CM,1698613899
511,obuase,6.206,-1.6619,295.57,96,39,1.05,GH,1698613900
512,smara,26.7384,-11.6719,298.61,29,100,4.09,EH,1698613900
513,muramatsu,37.6833,139.1833,285.49,94,99,1.74,JP,1698613901
514,i-n-salah,27.1935,2.4607,302.63,16,90,1.98,DZ,1698613902
515,kangding,30.0513,101.9603,279.21,52,6,2.01,CN,1698613903
516,qamdo,31.1667,97.2333,270.15,37,100,1.19,CN,1698613904
517,muskegon,43.3,-86.1334,282.34,68,100,2.57,US,1698613905
518,vadso,70.0744,29.7487,267.24,86,75,3.6,NO,1698613906
519,kolyvan',55.3053,82.7391,263.94,91,45,2.58,RU,1698613907
520,el bolson,-41.9667,-71.5167,275.76,97,84,2.63,AR,1698613908
521,ribeira brava,32.65,-17.0667,295.5,81,93,1.74,PT,1698613909
522,itacoatiara,-3.1431,-58.4442,308.59,31,93,1.53,BR,1698613910
523,saint-pierre,-21.3393,55.4781,297.97,78,100,1.54,RE,1698613910
524,ulysses,37.5814,-101.3552,275.31,51,75,11.32,US,1698613794
525,howard springs,-12.497,131.047,300.1,89,85,1.31,AU,1698613912
526,turbat,26.0023,63.044,299.35,61,3,0.94,PK,1698613913
527,primorsk,46.7348,36.3443,286.42,61,0,1.34,UA,1698613914
528,ilebo,-4.3167,20.5833,297.56,86,87,0.11,CD,1698613915
529,honcho,35.6931,139.9833,288.72,57,2,2.69,JP,1698613916
530,matoury,4.8483,-52.3317,303.13,70,0,3.6,GF,1698613917
531,gilgit,35.9221,74.3087,286.21,47,10,2.0,PK,1698613867
532,papao,-17.75,-149.55,300.97,81,2,7.69,PF,1698613814
533,pommelsbrunn,49.5044,11.511,284.56,89,88,1.92,DE,1698613919
534,ondjiva,-17.0667,15.7333,298.76,12,11,2.88,AO,1698613920
535,oak hill,37.9723,-81.1487,295.32,72,100,2.43,US,1698613789
536,phan thiet,10.9333,108.1,297.95,91,19,2.11,VN,1698613921
537,calwell,-35.4404,149.1071,289.96,45,99,0.89,AU,1698613922
538,mizan teferi,6.9833,35.5833,289.93,98,99,0.92,ET,1698613923
539,maintirano,-18.0667,44.0167,299.04,80,1,3.31,MG,1698613924
540,dolores,-36.3132,-57.6792,289.35,92,100,3.77,AR,1698613925
541,al jumum,21.6169,39.6981,300.98,62,17,1.25,SA,1698613926
542,rawlins,41.7911,-107.2387,271.09,40,20,4.12,US,1698613786
543,hamina,60.5697,27.1979,267.75,79,68,3.76,FI,1698613928
544,simpang,-1.2667,104.0833,296.01,95,52,0.74,ID,1698613928
545,lohja,60.2486,24.0653,276.58,74,100,1.93,FI,1698613929
